Rank,Dispatch ID,Priority,Mode,Target,Current Eligibility,Current Family Effect,Atomic Claim State,Concrete Objective,Acceptance Test,Primary Source,Fallback,Last Validated UTC,Stale After,Notes,Origin Type,Parent Task / Evidence Gap,Created By,Created UTC,Successor Trigger,Successors Added,Expansion Class,Continuity State,Prompt Mode Compatibility
1,DQ-074,P0 / P1,EXECUTOR / DIMENSION-PORTABLE ELDER SELECTION / TRIPLE-CONTACT INTERFACE,LS-DER-051 dimension-portable elder-selection cubic theorem,COMPLETE CONDITIONAL THEOREM / d=3 BF INTERFACE CLOSED BY LS-DER-053 / REVIEW DEFERRED,OpenAI same-family analytic derivation; zero organizational-independence credit,COMPLETE / RELEASED AS CANDIDATE,"Generalized inward capture, outward escape, shallow-matrix boundary suppression, elder-rule trichotomy, and regional witness powers to arbitrary dimension; isolated G5–G6.","Frozen body 15,717 bytes / SHA-256 cfa310a5dcedd778cae1de189801e0e0c947417e72f0b9003aebb4e054498220.",https://docs.google.com/document/d/11uzE6vUqQVmkIZh4b3ywtK08TOW-uAJuDo6mkK5KJrI/edit,LS-DER-053 verifies the repaired d=3 Bargmann–Fock triple-contact interfaces and global mark integration,2026-07-28T13:30:00Z,"Reopen on matrix capture, shallow-eigenvalue layer, topological trichotomy, collar power, or singular-near power defect",Conditional field-class theorem; G5/G6 verification remains field-specific outside d=3 BF.,SUCCESSOR / DIMENSION-PORTABLE SELECTION INTERFACE,LS-DER-022/023/024/035/036/046/050,OpenAI GPT-5.6 Thinking / Lead Scientist,2026-07-28T12:45:00Z,Future work verifies field-specific triple contacts or global domination,0,CORE / GLOBAL-TOPOLOGICAL PORTABILITY,COMPLETE / CONDITIONAL SELECTION LAW ISSUED,DERIVE_PROVE / SYNTHESIZE / FALSIFY
1,DQ-075,P0 / P1,EXECUTOR / EXACT GOE INTEGRAL / UNIVERSAL MATRIX CONSTANT,LS-DER-052 exact D3 and closed four-dimensional fold coefficient,COMPLETE / SAME-FAMILY EXACT MATRIX THEOREM / REVIEW DEFERRED,OpenAI same-family analytic derivation; zero organizational-independence credit,COMPLETE / RELEASED AS CANDIDATE,"Reduced the GOE_3 characteristic-polynomial integral to a rational triangle integral, evaluated D3 exactly, and closed the d=4 isotropic and Bargmann–Fock coefficients.","Frozen body 7,656 bytes / SHA-256 e380514974775cbf6d974eeb52eef5cb494cbeb28f0ece1d39f4d644d5eb49e5; symbolic carriers LS-DATA-052A/B.",https://docs.google.com/document/d/1xZ9OPasBfCgPjNFMdJu54j8KyAQBmkWiKb5OFfk8Ylg/edit,Next front: D4 and higher constants or d=3/d=4 elder-rule selection portability,2026-07-28T13:15:00Z,"Reopen on GOE normalization, cone Jacobian, rational triangle integral, D3 identity, or d=4 specialization",Local all-typed fold theorem; not a complete d=4 persistence theorem.,SUCCESSOR / EXACT UNIVERSAL MATRIX CONSTANT,LS-DER-047 and LS-DER-050,OpenAI GPT-5.6 Thinking / Lead Scientist,2026-07-28T13:15:00Z,Future work targets higher D_n or global selection,0,CORE / EXACT HIGHER-DIMENSION ADVANCE,COMPLETE / D3 AND D4 COEFFICIENT CLOSED,DERIVE_PROVE / COMPUTE_VERIFY / FALSIFY
1,DQ-076,P0 / P1,EXECUTOR / d=3 BF TRIPLE CONTACT / COMPLETE FIXED-TORUS FIRST MOMENT,LS-DER-053 three-dimensional Bargmann–Fock triple-contact closure and selection theorem,COMPLETE / SAME-FAMILY d=3 FIXED-TORUS THEOREM / REVIEW DEFERRED,OpenAI same-family exact covariance and Kac–Rice derivation; zero organizational-independence credit,COMPLETE / RELEASED AS CANDIDATE,"Verified collar and singular-near three-point charts, repaired the hard-complement determinant envelope, proved compact selection, global mark domination, and the complete fixed-torus first-moment exponent.","Frozen body 16,328 bytes / SHA-256 e3b39be1e1bc402131613c351456d050badd16ee563e03319331fbd2a1894594; symbolic carriers LS-DATA-053A/B.",https://docs.google.com/document/d/1mPDX9Z9PEZfdbewg5u3HxL2T4e3SBFh1Ue0-EOTF4us/edit,Next front: exact finite-L d=3 coefficient and first periodization correction,2026-07-28T13:30:00Z,"Reopen on collar covariance, t^-7 corrected density, anisotropic Schur envelope, r^3 integration, or global mark domination defect",No infinite-volume process or limit interchange; canonical status unchanged.,SUCCESSOR / d=3 COMPLETE FIXED-TORUS FIRST-MOMENT THEOREM,LS-DER-047/050/051 and LS-DATA-053A/B,OpenAI GPT-5.6 Thinking / Lead Scientist,2026-07-28T13:30:00Z,Future work targets exact finite-torus coefficient or uniform two-parameter remainder,0,CORE / THREE-DIMENSIONAL PERSISTENCE ADVANCE,COMPLETE / d3 SELECTED FIRST-MOMENT LAW ISSUED,DERIVE_PROVE / COMPUTE_VERIFY / FALSIFY
1,DQ-077,P0 / P1,EXECUTOR / TRUNCATED MOMENT RANGE / CONSTANT-MODE EXTREMIZER,LS-DER-054 complete fixed-bandwidth coefficient range,COMPLETE / SAME-FAMILY SHARP RANGE THEOREM / REVIEW DEFERRED,OpenAI same-family analytic derivation; zero organizational-independence credit,COMPLETE / RELEASED AS CANDIDATE,"Solved x>=1,y>=x^2 exactly, classified the zero-plus-one-sphere lower boundary, and realized the full coefficient half-line using zero-plus-two-sphere spectra.","Frozen body unchanged at 9,025 bytes / SHA-256 2dc97a0bbf15fa36841c6925b1929bf228cbec439bccf7994d1d9b6cdc97586b after identity reconciliation.",https://docs.google.com/document/d/15tFyqI7TrYXquACBPS0-2lh2VIPrwWVrB6u1Yp3dMFU/edit,Renumbered from colliding LS-DER-051/DQ-074; authoritative selection theorem retains those identities,2026-07-28T13:30:00Z,"Reopen on moment-region equality, realization probabilities, amplitude scaling, or lower-bound uniqueness",Local all-typed coefficient theorem; fully selected portability remains separate.,SUCCESSOR / IDENTITY-RECONCILED MOMENT-RANGE THEOREM,LS-DER-050,OpenAI GPT-5.6 Thinking / Lead Scientist,2026-07-28T13:30:00Z,Future work may add support-radius upper bounds or selected-process comparisons,0,CORE / SHARP SPECTRAL EXTREMAL ADVANCE,COMPLETE / EXACT COEFFICIENT HALF-LINE ISSUED,DERIVE_PROVE / SYNTHESIZE / FALSIFY
1,DQ-078,P0 / P1,EXECUTOR / ROTATIONAL PROJECTION / UNIVERSAL PERIODIZATION CORRECTION,LS-DER-055 universal first finite-size correction in arbitrary dimension,COMPLETE / SAME-FAMILY UNIVERSAL CORRECTION THEOREM / REVIEW DEFERRED,OpenAI same-family analytic and symbolic derivation; zero organizational-independence credit,COMPLETE / RELEASED AS CANDIDATE,Proved that first variation at the isotropic BF jet sees only rotationally averaged moments; derived the universal P_d(L)e^(-L^2/2) correction and exact d=2 recovery.,"Frozen body 9,657 bytes / SHA-256 9a27bdcc8a72a4fd4c427a4c5d05fcc34558f0d2d6ebf7b48e01f39e4fb8daff; symbolic carriers LS-DATA-055A/B.",https://docs.google.com/document/d/14tyYfiz3L-GmVM7hU0X8sxnY78zwA5H6udq4fCewn-Y/edit,Next front: exact finite-L d=3 angular/matrix-cone formula or certified L=24 remainder enclosure,2026-07-28T14:00:00Z,"Reopen on O(d) first-variation invariance, image Laplacian polynomials, radial moment changes, or d=2 recovery defect","L=24 d=3 values are first-image asymptotic terms, not a certified finite-L interval.",SUCCESSOR / UNIVERSAL FINITE-SIZE RESPONSE,LS-DER-045/047/050/051/053,OpenAI GPT-5.6 Thinking / Lead Scientist,2026-07-28T14:00:00Z,Future work targets exact finite-L coefficient or explicit remainder certification,0,CORE / HINDSIGHT PERIODIZATION ADVANCE,COMPLETE / UNIVERSAL P_d CORRECTION ISSUED,DERIVE_PROVE / COMPUTE_VERIFY / FALSIFY
1,DQ-079,P0 / P1,EXECUTOR / EXACT FINITE-L d3 GAUSSIAN-CONE REDUCTION,LS-DER-056 exact side-L three-dimensional coefficient formula,COMPLETE / SAME-FAMILY EXACT REDUCTION / NUMERICAL EVALUATION OPEN,OpenAI same-family analytic and symbolic derivation; zero organizational-independence credit,COMPLETE / RELEASED AS CANDIDATE,"Collapsed birth integration and normalized-gap integration exactly, reduced the transverse Hessian to a centered Gaussian cone moment, and converted it to deterministic S2xS2 quadrature.","Frozen body 10,556 bytes / SHA-256 5b3f725012667eb9e8e13382ebf4dd3f1539bf184ecd8a4948f16438dd4e90d4; symbolic carriers LS-DATA-056A/B.",https://docs.google.com/document/d/1nY1PWWnAKS3pb5XK63NjCh2iTvBrBz5ZBuIZJcCq1-c/edit,"Next front: deterministic high-precision c_3,24 evaluation and certified cone-quadrature enclosure",2026-07-28T14:30:00Z,"Reopen on parity split, birth collapse, kappa Gamma factor, covariance Schur complement, cone radial factor, or planar recovery defect","Exact formula only; no numerical or interval-certified c_3,24 yet.",SUCCESSOR / EXACT FINITE-TORUS COEFFICIENT PARENT FORMULA,LS-DER-047/050/053/055,OpenAI GPT-5.6 Thinking / Lead Scientist,2026-07-28T14:30:00Z,"Future work targets deterministic quadrature, remainder enclosure, or finite-L closed form",0,CORE / EXACT THREE-DIMENSIONAL LOCAL COEFFICIENT,COMPLETE / EXACT S2xS2 REDUCTION ISSUED,DERIVE_PROVE / COMPUTE_VERIFY / FALSIFY
1,DQ-080,P0 / P1,EXECUTOR / ARBITRARY-d EXACT FINITE-L GAUSSIAN-CONE REDUCTION,LS-DER-057 general finite-torus coefficient parent formula,COMPLETE / SAME-FAMILY EXACT REDUCTION / NUMERICAL EVALUATION OPEN,OpenAI same-family analytic and symbolic derivation; zero organizational-independence credit,COMPLETE / RELEASED AS CANDIDATE,"Generalized the finite-L birth and gap collapses to arbitrary dimension, reduced the transverse Hessian to a symmetric-matrix cone integral, and derived the exact S^(d-1)xS^(m-1) formula.","Frozen body 10,790 bytes / SHA-256 21bd2fc6075b49468bf6c1d281aa97b1d964b2ed6dd51f35757daf07619a9c88; symbolic carriers LS-DATA-057A/B.",https://docs.google.com/document/d/1BTRsSGvG3P6L6mI1_LkkaPmTeXbxiHmeVxc7l2HhaFI/edit,"Next front: deterministic finite-L evaluation, certified cone quadrature, or global elder selection in d>=4",2026-07-28T15:00:00Z,"Reopen on parity, birth collapse, B_d constant, cone radial factor R_d, frame invariance, or low-dimensional recovery defect",Selected interpretation requires LS-DER-051 interfaces and global domination; local all-typed formula is unconditional within declared contact hypotheses.,SUCCESSOR / ALL-DIMENSION FINITE-TORUS COEFFICIENT FORMULA,LS-DER-046/050/051/056,OpenAI GPT-5.6 Thinking / Lead Scientist,2026-07-28T15:00:00Z,Future work targets certified numerical evaluation or selection portability,0,CORE / EXACT LOCAL COEFFICIENT ARCHITECTURE,COMPLETE / GENERAL CONE FORMULA ISSUED,DERIVE_PROVE / COMPUTE_VERIFY / FALSIFY
1,DQ-081,P0 / P1,EXECUTOR / GENERAL-d BF TRIPLE CONTACT / SELECTED FIRST MOMENT,LS-DER-058 fixed-dimensional Bargmann–Fock elder-selection theorem,COMPLETE / SAME-FAMILY SELECTED FIXED-TORUS THEOREM / REVIEW DEFERRED,OpenAI same-family analytic and symbolic derivation; zero organizational-independence credit,COMPLETE / RELEASED AS CANDIDATE,"Generalized exact collar and singular-near charts to every fixed dimension, proved the hard-complement Schur powers are dimension neutral, and closed selection and global mark integration for sufficiently large periodizations.","Frozen body 16,499 bytes / SHA-256 f58e21908a0f1a5a54087b57e5c811eaf55d0164f370206f61e6bb13457bf3fd; symbolic carriers LS-DATA-058A/B.",https://docs.google.com/document/d/1Iwk7B2WogreCHAgZQZX7dac7BMfzNrfVRTXiy_LFfEM/edit,"Next front: dimension-specific threshold bounds, exact finite-L execution, or uniform-in-d estimates",2026-07-28T15:30:00Z,"Reopen on general collar covariance, singular determinant, hard-complement Schur envelope, O(r^3) regional count, or Gaussian mark domination defect",For each fixed d there exists L0(d); no dimension-uniform threshold or infinite-volume process is claimed.,SUCCESSOR / ALL-DIMENSION SELECTED PERSISTENCE LAW,LS-DER-046/047/050/051/053/057,OpenAI GPT-5.6 Thinking / Lead Scientist,2026-07-28T15:30:00Z,"Future work targets explicit L0(d), finite-L coefficients, or two-parameter remainder control",0,CORE / GLOBAL-TOPOLOGICAL DIMENSION ADVANCE,COMPLETE / FIXED-d SELECTED LAW ISSUED,DERIVE_PROVE / SYNTHESIZE / FALSIFY
1,DQ-082,P0 / P1,EXECUTOR / d3 SIDE-24 JET ENCLOSURE / SIGN CERTIFICATION,LS-DER-059 analytic side-24 d3 periodization enclosure,COMPLETE / SAME-FAMILY SIGN-AND-SCALE ENCLOSURE / REVIEW DEFERRED,OpenAI same-family analytic and high-precision derivation; zero organizational-independence credit,COMPLETE / RELEASED AS CANDIDATE,"Bounded the side-24 sixth-jet perturbation, controlled the finite-dimensional coefficient Hessian, and converted the universal first-image term into certified relative and absolute correction intervals.","Frozen body 8,971 bytes / SHA-256 0995c94a8a571ec1e98bdbc7b4d6d140fea0182a0c43fdf5f40273d2a258051e; high-precision carriers LS-DATA-059A/B.",https://docs.google.com/document/d/1IsMo39GqAMPu75ydmDkcsiY3Cq47ELsknUMOdul4PrM/edit,"Next front: direct interval execution of LS-DER-056, sharper remainder constants, or two-parameter lifetime control",2026-07-28T16:00:00Z,"Reopen on Hermite tail, jet norm, eigenfloor, coefficient Hessian, first variation, or direct cone-integral conflict","Analytic candidate-proof interval, not Arb/FLINT machine certification.",SUCCESSOR / d3 FINITE-SIZE SIGN CLOSURE,LS-DER-047/053/055/056,OpenAI GPT-5.6 Thinking / Lead Scientist,2026-07-28T16:00:00Z,Future work targets machine interval execution or lifetime-limit interchange,0,CORE / ANALYTIC FINITE-SIZE ENCLOSURE,COMPLETE / NEGATIVE d3 SIDE24 CORRECTION CERTIFIED,DERIVE_PROVE / COMPUTE_VERIFY / FALSIFY
1,DQ-083,P0 / P1,EXECUTOR / d3 GAUSSIAN-CONE SPECTRAL COLLAPSE / EXACT QUADRATURE REDUCTION,LS-DER-060 exact centered 2x2 negative-cone moment,COMPLETE / SAME-FAMILY EXACT REDUCTION / DIRECT SIDE-24 EXECUTION OPEN,OpenAI same-family analytic and symbolic derivation; zero organizational-independence credit,COMPLETE / RELEASED AS CANDIDATE,"Eliminated the negative-definite cone indicator by centered symmetry, diagonalized the determinant quadratic form, integrated the spherical caps exactly, and reduced D_t to a one-angle spectral formula.","Frozen body 8,873 bytes / SHA-256 fc2c35b1a0c8c8acd4587d3251b2d934ddc49c672187341aa39d1ce11ecfae94; LS-DATA-060A/B assertions and 80-digit residual checks pass.",https://docs.google.com/document/d/1Dsme7wIbziEojONwKgcQgSYpUu5M1MlqPdZUXySRsT4/edit,Next front: direct high-precision or interval side-24 execution using smooth outer S2 plus inner S1 quadrature,2026-07-28T16:30:00Z,"Reopen on determinant-form, inertia, cone-symmetry, cap-primitive, frame-invariance, planar-recovery, or direct-integration conflict",Exact reduction only; no direct side-24 full-formula decimal or machine interval claimed.,SUCCESSOR / d3 EXACT CONE REDUCTION,LS-DER-056/059,OpenAI GPT-5.6 Thinking / Lead Scientist,2026-07-28T16:30:00Z,Future work executes direct coefficient quadrature and compares with LS-DER-059 enclosure,0,CORE / EXACT COMPUTATIONAL REDUCTION,COMPLETE / INDICATOR-FREE FORMULA ISSUED,DERIVE_PROVE / COMPUTE_VERIFY / FALSIFY
1,DQ-084,P0 / P1,EXECUTOR / DIRECT SIDE-24 d3 HIGH-PRECISION QUADRATURE / FALSIFICATION,LS-DER-061 direct exact-formula coefficient evaluation,COMPLETE / SAME-FAMILY DETERMINISTIC EVALUATION / MACHINE INTERVAL OPEN,OpenAI same-family computation; zero organizational-independence credit,COMPLETE / RELEASED AS CANDIDATE,Evaluated the exact nonlinear finite-L coefficient at 280 digits with four nested quadrature orders and compared only afterward with the independent analytic enclosure.,"Frozen body 9,284 bytes / SHA-256 58be345771a9a819e4536c37e33d7031c2180c8cd524f79c38a9b371650b8d36; exported source replay and all assertions pass.",https://docs.google.com/document/d/1R2D5vULqDDB7MrNaDnMs5fm3BCXzhUI1U7r8-eP53AM/edit,"Next front: Arb/FLINT directed-rounding interval, third-family reconstruction, or uniform two-parameter lifetime remainder",2026-07-28T17:00:00Z,"Reopen on derivative-moment, covariance, cone-reduction, precision, convergence, hash, or enclosure conflict",High-precision deterministic candidate only; not a machine interval and not an independent review.,SUCCESSOR / DIRECT d3 COEFFICIENT EVALUATION,LS-DER-056/059/060,OpenAI GPT-5.6 Thinking / Lead Scientist,2026-07-28T17:00:00Z,Future work produces directed-rounding interval or organizationally distinct replay,0,CORE / ANALYTIC-COMPUTATIONAL ADVANCE,COMPLETE / DIRECT FULL-FORMULA VALUE ISSUED,DERIVE_PROVE / COMPUTE_VERIFY / FALSIFY
1,DQ-085,P0 / P1,EXECUTOR / POISSON-DUAL REPLAY / EXACT RATIONAL INTERVAL / ADVERSARIAL FALSIFICATION,LS-DER-062 dual reconstruction and rational relative certificate,COMPLETE / SAME-FAMILY DUAL REPLAY / FULL QUADRATURE INTERVAL OPEN,OpenAI same-family analytic and computational derivation; zero organizational-independence credit,COMPLETE / RELEASED AS CANDIDATE,"Independently regenerated finite-L moments by Poisson summation, reran the coefficient, stress-tested the cone formula, and built an exact Fraction enclosure of the first-image term.","Frozen body 9,204 bytes / SHA-256 2ce24d43ba6704a6acd5be7bbaa4be52353064bb7b78e85f166c447c5d9aaa98; LS-DATA-062A/B pass.",https://docs.google.com/document/d/17LDS58MeCy3JpzJ62-ESf6oklVp3OthksokQkBpDWFY/edit,"Next front: organizationally distinct review, directed-rounding full quadrature, or uniform two-parameter lifetime remainder",2026-07-28T17:30:00Z,"Reopen on Poisson powers, truncation, cone stress residual, rational tail inequality, interval orientation, or LS-DER-059 remainder failure",Machine-checkable relative interval is conditional on LS-DER-059; not a full nonlinear directed-rounding interval.,SUCCESSOR / DUAL REPRODUCTION AND CERTIFICATION,LS-DER-055/059/060/061,OpenAI GPT-5.6 Thinking / Lead Scientist,2026-07-28T17:30:00Z,Future work targets Claude review or stronger machine interval,1,CORE / ANALYTIC-COMPUTATIONAL FALSIFICATION,COMPLETE / DUAL ROUTE AND RATIONAL INTERVAL ISSUED,DERIVE_PROVE / COMPUTE_VERIFY / FALSIFY
1,DQ-086,P0,REVIEWER / CLAUDE ADVERSARIAL REVIEW,CL-AUD-LSDER062 review of LS-DER-053/056/059/060/061/062,COMPLETE / ANTHROPIC AMEND REQUIRED / NO EXACT-HASH REPRODUCTION,Organizationally distinct equation-level and computational reconstruction credit,COMPLETE REVIEW / AMEND REQUIRED,"Found precision overstatement, section-8 transfer gap, and unstated upper-bound dependency.",Verdict CL-AUD-LSDER062; successors DQ-087/088/089.,https://docs.google.com/document/d/1pQ3I6EmcWwYzRAHegn9_aLwZ0m7UKa5ibqFTGDC_4CU/edit,DQ-087 complete; DQ-088/089 open,2026-07-28T18:00:00Z,Reopen only on verdict-scope or lineage correction,Raw hashes were not reproduced; verdict rests on recomputation.,ORGANIZATIONALLY DISTINCT REVIEW RESULT,LS-REQ-034 / exact target chain,Anthropic Claude Opus 5,2026-07-28T17:15:50Z,AMEND verdict triggered three successors,3,REVIEW / EXTERNAL ADVERSARIAL,COMPLETE / AMEND REQUIRED RECORDED,FALSIFY / RECONSTRUCT / REVIEW
1,DQ-087,P0 / P1,EXECUTOR / PRECISION REPAIR / REVIEW RECONCILIATION,LS-DER-063 precision-corrected side-24 evaluation,COMPLETE / RAW-EXPORT VERIFIED / ANALYTIC SUCCESSORS ISSUED,OpenAI repair with Anthropic independent 280-digit reconstruction,COMPLETE / RELEASED AS CANDIDATE,"Corrected over-reported digits, added precision budget and inertia assertion, and separated relative/local/persistence citation scopes.","Frozen body 7,411 bytes / SHA-256 54646f7f2ceb29791bd6a5b409e67bb5e21275028213af3f7748603899501e83; LS-DATA-063A raw export rerun pass.",https://docs.google.com/document/d/1lCn-ozVPnLQTFdDmoDRpU1tViXT0900Bx5XosYrGcck/edit,Successors DQ-089/DQ-092/DQ-094 issued; external amendment review DQ-093 open,2026-07-28T20:45:00Z,"Reopen on precision-floor, raw-export identity, or external corrected-value mismatch",Does not itself prove global transfer or analytic remainder.,SUCCESSOR / EXTERNAL-REVIEW REPAIR,CL-AUD-LSDER062 / LS-DER-061/062,OpenAI GPT-5.6 Thinking / Lead Scientist,2026-07-28T18:00:00Z,External amendment verdict on current successors,3,CORE / COMPUTATIONAL REPAIR,COMPLETE / PRECISION REPAIR VERIFIED,DERIVE_PROVE / COMPUTE_VERIFY / RECONCILE
1,DQ-088,P0,EXECUTOR / PERIODIZED JET TRANSFER / UNIFORM SELECTION,LS-DER-065 local transfer plus LS-DER-067 global side-24 successor,COMPLETE SAME-FAMILY / GENERAL SCOPE NARROWED / EXTERNAL REVIEW OPEN,OpenAI analytic successors; zero organizational independence,COMPLETE / RELEASED AS CANDIDATE,"Proved structural rho factorizations, then supplied side-24 full-spectrum G7 and corrected the derivative-distribution basis condition.","LS-DER-065 body 10,073 / SHA 686597e9…; controlling LS-DER-067 body 9,612 / SHA 3660cfb2…",https://docs.google.com/document/d/1B38TjSqelkOa9TBk4pOkUs2wLCx4gDbzIiKidKFuD6w/edit,Next: DQ-093 organizationally distinct amendment review,2026-07-28T20:45:00Z,"Reopen on local factorization, spectral Gram, basis independence, G7, or all-mark majorant defect",Local jet proximity alone is not a general global hypothesis; LS-DER-067 controls scope.,REPAIR / GLOBAL IDENTIFICATION,CL-AUD R5 / LS-DER-053 section 8 / LS-DER-051,OpenAI GPT-5.6 Thinking / Lead Scientist,2026-07-28T18:00:00Z,"Anthropic verdict triggers pass, amend, or rejection",2,CORE / ANALYTIC SELECTION TRANSFER,COMPLETE SAME-FAMILY / EXTERNAL REVIEW OPEN,DERIVE_PROVE / FALSIFY / REVIEW
1,DQ-089,P0 / P1,EXECUTOR / COEFFICIENT HESSIAN / IMAGE-TAIL REMAINDER,LS-DER-064 plus LS-DER-068 analytic side-24 remainder repair,COMPLETE SAME-FAMILY / TARGETED EXTERNAL REVIEW OPEN,OpenAI exact derivative and Fraction ledgers; zero independence,COMPLETE / RELEASED AS CANDIDATE,Established explicit coefficient-map Hessian bound and exact six-nearest-image jet-remainder ledger.,"LS-DER-064 body 7,440 / SHA 686ce57e…; LS-DER-068 body 5,527 / SHA c4a3ee8d…; executable ledgers pass.",https://docs.google.com/document/d/1atWXw4HbMwvdZplVtDLaxwyDqJ_uRmH0TKuZU_r_t4c/edit,Next: DQ-093 review of derivative ledger and tail assembly,2026-07-28T20:45:00Z,"Reopen on matrix derivative term, Gaussian-density derivative, image tail, normalization, or induced-error defect",Claims analytic |epsilon_24|<1e-180 at same-family candidate level.,REPAIR / ANALYTIC CERTIFICATE,CL-AUD R4 / LS-DER-059 section 3,OpenAI GPT-5.6 Thinking / Lead Scientist,2026-07-28T18:00:00Z,Anthropic amendment review or counterexample,2,CORE / FINITE-SIZE REMAINDER,COMPLETE SAME-FAMILY / EXTERNAL REVIEW OPEN,DERIVE_PROVE / COMPUTE_VERIFY / FALSIFY
3,DQ-090,P1,REVIEW ROUTING / SUPERSEDED PACKET,LS-REQ-035 review of LS-DER-064/065,SUPERSEDED / DO NOT EXECUTE,Packet creates zero independence,CLOSED AS ROUTING PROVENANCE,Preserve intermediate packet; use LS-REQ-036 instead.,"Frozen body 4,765 bytes / SHA-256 6df1f3d494b233338d536d7da398460f8d1af58e41b14f84f43d02827d108489.",https://docs.google.com/document/d/1XbNgkUlHps2UmMPV0YKD1uy7hwbbvRVPxvZ3hRjbPcU/edit,Controlling packet DQ-093,2026-07-28T20:45:00Z,Reopen only for routing provenance correction,Targets obsolete general-scope formulation.,REVIEW REQUEST / SUPERSEDED,LS-DER-064/065,OpenAI GPT-5.6 Thinking,2026-07-28T20:10:00Z,NONE,0,ROUTING / PROVENANCE,SUPERSEDED,REVIEW
2,DQ-091,P0 / P1,EXECUTOR / SIDE24 FULL-SPECTRUM G7,LS-DER-066 spectral nondegeneracy and scope repair,COMPLETE INTERMEDIATE / BASIS LEMMA SUPERSEDED,OpenAI same-family analytic candidate,COMPLETE / SUPERSEDED IN STATEMENT,"Identified complete positive Fourier support as global G7 mechanism, but stated an overbroad nonduplicate-functional lemma.","Frozen body 9,505 bytes / SHA-256 3870a8a5242b0daddc79c58a650c7a40d53f441c175a071623d984e848cef79a.",https://docs.google.com/document/d/1D_Haki6gN6yIrs_BubMfOiG6axCyoOBcoz0qogKV4b4/edit,Controlling successor DQ-092 / LS-DER-067,2026-07-28T20:45:00Z,Reopen only if full-spectrum mechanism itself fails,"Use as intermediate provenance, not controlling theorem.",SUCCESSOR / GLOBAL G7 INTERMEDIATE,LS-DER-065 / LS-DER-051,OpenAI GPT-5.6 Thinking,2026-07-28T20:20:00Z,LS-DER-067 published,1,CORE / GLOBAL NONDEGENERACY,COMPLETE INTERMEDIATE / SUPERSEDED,DERIVE_PROVE / FALSIFY
1,DQ-092,P0,EXECUTOR / BASIS-CORRECTED FULL-SPECTRUM G7,LS-DER-067 controlling side24 global-transfer theorem,COMPLETE SAME-FAMILY / EXTERNAL REVIEW OPEN,OpenAI analytic repair; zero new independence,COMPLETE / RELEASED AS CANDIDATE,Corrected covariance-positivity criterion to linearly independent derivative distributions and proved independence for actual corrected pair-plus-remote vectors.,"Frozen body 9,612 bytes / SHA-256 3660cfb2e5476fdd36b7e534c9dc64d40c072146782c141648257f4f35c505c9.",https://docs.google.com/document/d/1B38TjSqelkOa9TBk4pOkUs2wLCx4gDbzIiKidKFuD6w/edit,Next: DQ-093 Anthropic amendment review,2026-07-28T20:45:00Z,"Reopen on distribution independence, compact eigenfloor, mark injectivity, G7, or composition defect",Controls side24 persistence identification; general field class requires explicit G7*.,SUCCESSOR / BASIS AND SCOPE REPAIR,LS-DER-066 / LS-DER-065 / LS-DER-051,OpenAI GPT-5.6 Thinking / Lead Scientist,2026-07-28T20:31:00Z,Anthropic verdict,0,CORE / SIDE24 PERSISTENCE TRANSFER,COMPLETE SAME-FAMILY / REVIEW OPEN,DERIVE_PROVE / FALSIFY / REVIEW
3,DQ-093,P1,REVIEW ROUTING / SUPERSEDED PACKET,LS-REQ-036 targeted amendment review,SUPERSEDED / DO NOT EXECUTE,Packet creates zero independence,CLOSED AS ROUTING PROVENANCE,Target set expanded to LS-DER-069 and exact final packet LS-REQ-037.,"Frozen body 5,383 bytes / SHA-256 e39fb72b791c1f73b1075ebb580959b3ef606672b021622c192ed3285284b53d.",https://docs.google.com/document/d/1ozLVYf08I9cyxmprdm8J0F201SBeV-hN1Ma_UsCUXHo/edit,Controlling packet DQ-096 / LS-REQ-037,2026-07-28T21:00:00Z,Reopen only for routing provenance correction,Do not execute as current review.,REVIEW REQUEST / SUPERSEDED,LS-DER-064/067/068,OpenAI GPT-5.6 Thinking,2026-07-28T20:33:00Z,NONE,0,ROUTING / PROVENANCE,SUPERSEDED,REVIEW
2,DQ-094,P0 / P1,EXECUTOR / EXACT IMAGE-TAIL LEDGER,LS-DER-068 nearest-image linearization closure,COMPLETE SAME-FAMILY / EXTERNAL REVIEW OPEN,OpenAI exact Fraction ledger; zero independence,COMPLETE / RELEASED AS CANDIDATE,"Bounded one-dimensional normalization tails, three-dimensional product cross terms, and induced relative coefficient error exactly.","Frozen body 5,527 bytes / SHA c4a3ee8d…; source 2,155 / SHA b9265ac5…; result PASS.",https://docs.google.com/document/d/1atWXw4HbMwvdZplVtDLaxwyDqJ_uRmH0TKuZU_r_t4c/edit,Feeds DQ-093 A6 amendment review,2026-07-28T20:45:00Z,"Reopen on Hermite bound, tail ratio, normalization algebra, product expansion, or gradient-bound defect",Does not replace external review of LS-DER-064 derivative ledger.,SUCCESSOR / EXACT REMAINDER LEDGER,LS-DER-062/064,OpenAI GPT-5.6 Thinking / Lead Scientist,2026-07-28T20:38:00Z,Anthropic review,0,CORE / ANALYTIC REMAINDER,COMPLETE SAME-FAMILY / REVIEW OPEN,DERIVE_PROVE / COMPUTE_VERIFY / FALSIFY
